iy,ix,dx,dy,comb_score,p_jitter,null_median,null_q95,null_q99,q_bh
5,1,0.09375,0.34375,2.0376893168242654,4.999750012499375e-05,0.92450525797049,1.1687539849860653,1.2902601934856592,4.999750012499375e-05
5,2,0.15625,0.34375,2.037662327905701,4.999750012499375e-05,0.9237238099439298,1.164126144057099,1.2815886845265694,4.999750012499375e-05
5,3,0.21875,0.34375,2.038280390588567,4.999750012499375e-05,0.9244589667473452,1.1658939811750628,1.2866629079768064,4.999750012499375e-05
5,4,0.28125,0.34375,2.040681546412588,4.999750012499375e-05,0.9236417460134707,1.1695185893994078,1.2921574925530601,4.999750012499375e-05
5,5,0.34375,0.34375,2.046525552302326,4.999750012499375e-05,0.9312148325825529,1.1742973722272638,1.3013122732381839,4.999750012499375e-05
5,6,0.40625,0.34375,2.0435252306115848,4.999750012499375e-05,0.9264789313089166,1.1688156580321614,1.2868563781345699,4.999750012499375e-05
5,7,0.46875,0.34375,2.044468608582624,4.999750012499375e-05,0.9264649346352323,1.1701452552163178,1.289243293458427,4.999750012499375e-05
5,8,0.53125,0.34375,2.036269528187273,4.999750012499375e-05,0.9237780566273787,1.1667366789221398,1.2780293992338696,4.999750012499375e-05
5,9,0.59375,0.34375,2.0426347544061376,4.999750012499375e-05,0.9300120329053834,1.1725666552399154,1.2898755889302047,4.999750012499375e-05
5,10,0.65625,0.34375,2.0363949747881285,4.999750012499375e-05,0.9259631710742613,1.1706358727539465,1.2902610411302655,4.999750012499375e-05
5,11,0.71875,0.34375,2.034868374325375,4.999750012499375e-05,0.9233703897937693,1.1684107277274782,1.287527575624058,4.999750012499375e-05
5,12,0.78125,0.34375,2.0381677450952833,4.999750012499375e-05,0.9264330558152382,1.1683796673941913,1.2901007578999368,4.999750012499375e-05
5,13,0.84375,0.34375,2.0402736827521757,4.999750012499375e-05,0.9241549653679555,1.1681156253823832,1.2965761408937921,4.999750012499375e-05
5,14,0.90625,0.34375,2.0372889294869667,4.999750012499375e-05,0.9275054125896876,1.1709978859179935,1.288419282952518,4.999750012499375e-05
5,15,0.96875,0.34375,2.037819533541462,4.999750012499375e-05,0.9239483903322159,1.1680243134666357,1.2919877222475484,4.999750012499375e-05
6,0,0.03125,0.40625,2.041524870093901,4.999750012499375e-05,0.9248999094659925,1.169686802069578,1.2842272905583108,4.999750012499375e-05
6,1,0.09375,0.40625,2.0409584885682985,4.999750012499375e-05,0.9250636067259774,1.1711258722865292,1.2866875296934492,4.999750012499375e-05
6,2,0.15625,0.40625,2.0371280030872723,4.999750012499375e-05,0.9236636469017239,1.163582747084645,1.2826556836795944,4.999750012499375e-05
6,3,0.21875,0.40625,2.039579659846025,4.999750012499375e-05,0.925333893062978,1.1696154805860601,1.2940927032001828,4.999750012499375e-05
6,4,0.28125,0.40625,2.041936520541608,4.999750012499375e-05,0.9259178899922138,1.171918582550612,1.2879633222354034,4.999750012499375e-05
6,5,0.34375,0.40625,2.0443082922820133,4.999750012499375e-05,0.9272892007752549,1.1723659412419911,1.2934376702869443,4.999750012499375e-05
6,6,0.40625,0.40625,2.0432562573896877,4.999750012499375e-05,0.925238279504436,1.1725696226511444,1.296150844362967,4.999750012499375e-05
6,7,0.46875,0.40625,2.039109080713478,4.999750012499375e-05,0.9223888463049021,1.1641752600099486,1.278944645798671,4.999750012499375e-05
6,8,0.53125,0.40625,2.038271667201376,4.999750012499375e-05,0.9248686938457096,1.1712172722721117,1.2906854429161083,4.999750012499375e-05
6,9,0.59375,0.40625,2.0444534536957932,4.999750012499375e-05,0.9284140382880697,1.176013151476135,1.2969105877911755,4.999750012499375e-05
6,10,0.65625,0.40625,2.04321008007164,4.999750012499375e-05,0.9277150381517707,1.1756440425119459,1.2952410613022503,4.999750012499375e-05
